grade,preschool,expectBachelors,motherHS,motherBachelors,motherWork,fatherHS,fatherBachelors,fatherWork,selfBornUS,motherBornUS,fatherBornUS,englishAtHome,computerForSchoolwork,read30MinsADay,minutesPerWeekEnglish,studentsInEnglish,schoolHasLibrary,publicSchool,urban,schoolSize,readingScore,gender,0,1,2,3,4,5,6
10,1,0,0,0,0,0,0,0,1,1,1,1,0,0,120,24,0,1,1,626,330.1,M,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10,0,0,1,0,0,0,0,1,1,1,1,1,0,1,480,20,0,1,1,626,438.57,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9,0,1,0,0,1,0,0,1,0,0,0,0,1,0,225,24,1,1,1,1408,554.81,M,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10,0,0,0,0,1,1,0,1,1,0,0,0,1,1,45,25,1,1,1,1408,454.14,F,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11,1,1,0,0,0,0,0,1,1,0,0,1,0,0,225,20,1,1,1,1408,431.11,M,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11,0,1,0,0,0,0,0,1,1,0,0,0,1,0,96,25,1,1,1,1408,416.25,F,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11,1,1,0,0,1,1,0,1,1,0,0,1,1,0,45,20,1,1,1,1408,469.47,F,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10,1,1,1,1,0,1,1,1,1,1,1,1,1,1,275,26,1,1,0,1375,665.12,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,0,1,1,0,1,1,0,1,1,1,1,1,1,0,275,27,1,1,0,1375,506.65,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,0,1,1,1,1,1,1,1,1,1,1,275,20,1,1,0,1375,511.1,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,0,1,1,0,1,1,0,1,1,1,1,1,0,0,275,25,1,1,0,1375,479.53,M,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0,1,1,0,1,1,1,1,1,1,1,1,0,0,250,26,1,1,0,1375,385.9,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,0,1,0,0,1,0,1,1,1,1,1,1,1,250,25,1,1,0,1375,444.58,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,0,1,1,0,1,1,0,1,1,1,1,1,1,0,400,20,1,1,0,2361,490.68,F,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10,1,1,1,1,1,1,0,1,1,1,1,1,1,0,285,14,0,1,0,2361,622.16,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,0,0,1,0,1,0,1,0,1,1,0,360,20,1,1,0,2361,580.38,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,1,1,1,0,1,1,1,1,1,1,1,240,22,1,1,0,2361,517.69,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1200,20,1,1,0,2361,366.2,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,1,1,1,0,1,1,1,1,1,1,0,210,20,1,1,0,2361,584.63,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,0,1,1,0,0,1,1,1,1,1,0,420,20,1,1,0,2361,561.46,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,0,1,1,0,1,1,1,1,1,1,0,315,20,1,1,0,2361,495.16,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,0,1,1,0,1,1,1,1,1,1,0,330,26,1,1,0,2361,444.18,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,0,1,1,0,0,1,1,1,1,1,0,315,25,1,1,0,2361,597.85,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9,1,1,1,1,0,1,1,1,1,1,1,1,1,0,360,22,1,1,0,2361,522.9,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,0,1,1,0,0,1,1,1,1,1,1,285,25,1,1,0,2361,527.71,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,1,1,1,1,1,1,1,1,1,1,0,315,20,1,1,0,2361,430.47,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,0,1,1,0,1,1,0,0,1,1,0,261,27,1,1,1,1734,415.45,F,0.0,0.0,0.0,0.0,0.0,1.0,0.0
10,1,1,1,0,0,1,1,1,1,1,1,1,1,1,270,25,1,1,1,1734,462.7,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,1,1,1,1,1,1,1,1,1,1,0,255,36,1,1,1,1734,458.83,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,1,1,1,0,1,1,1,1,1,1,1,270,38,1,1,1,1734,625.52,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11,0,0,1,0,0,1,0,0,1,1,1,1,1,0,450,30,1,1,0,1317,474.56,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,0,0,1,0,1,1,1,1,1,1,0,90,30,1,1,0,1317,511.76,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11,0,1,1,0,1,1,0,1,1,1,1,1,1,1,450,20,1,1,0,1317,451.31,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9,1,0,1,0,1,0,0,1,1,1,1,1,1,0,375,28,1,1,0,1317,383.41,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,1,1,1,0,1,1,1,1,1,1,0,264,30,1,1,0,2402,474.48,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,0,0,1,0,0,1,0,0,1,1,1,1,0,0,300,25,1,1,0,2402,491.48,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,0,0,1,0,0,1,1,0,0,0,0,0,315,25,1,1,0,2402,574.33,F,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11,0,1,0,0,0,0,0,1,0,0,0,0,1,0,180,25,1,1,0,2402,489.09,F,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10,0,0,1,0,1,1,0,1,1,1,1,1,0,0,264,30,1,1,0,2402,314.95,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11,1,1,1,0,0,1,1,1,0,0,0,1,1,0,264,30,1,1,0,2402,475.83,F,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9,1,1,1,0,1,1,1,1,1,1,1,1,1,0,270,20,1,1,0,1471,627.36,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,0,1,1,0,0,1,1,1,1,1,0,270,27,1,1,0,1471,534.61,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,1,1,1,1,1,1,1,1,1,1,0,270,27,1,1,0,1471,614.21,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,0,1,0,1,1,0,1,1,1,1,1,1,0,270,22,1,1,0,1471,425.66,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11,1,1,1,0,1,1,0,1,1,1,1,1,1,1,270,28,1,1,0,1471,607.22,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,0,1,1,0,1,1,1,1,1,1,0,270,27,1,1,0,1471,541.18,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,270,20,1,1,0,1471,535.88,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9,1,0,1,0,0,1,0,1,1,1,1,1,0,0,225,20,1,1,0,1471,441.67,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,1,0,1,1,1,1,1,1,1,1,0,270,25,1,1,0,1471,595.45,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9,0,0,0,0,1,0,0,1,1,1,1,1,1,0,135,22,1,1,0,1471,360.16,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,0,1,1,0,1,1,1,1,1,1,1,225,20,1,1,0,1471,419.27,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,0,1,1,0,1,1,1,1,1,1,1,1,1,0,270,27,1,1,0,1471,537.63,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,0,1,1,0,1,0,0,1,1,1,1,1,0,0,450,25,1,1,0,1471,397.74,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11,1,1,1,1,1,1,0,0,1,1,1,1,0,1,160,20,1,0,1,1212,675.94,M,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11,1,1,1,0,1,1,0,0,1,1,1,1,1,0,180,23,1,0,1,1212,595.61,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11,0,1,1,1,1,1,0,1,1,1,1,1,1,0,200,20,1,0,1,1212,581.74,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11,0,1,1,0,1,1,1,1,1,1,1,1,1,1,160,20,1,0,1,1212,637.62,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11,0,1,1,1,1,1,1,1,1,1,1,1,1,0,200,30,1,0,1,1212,615.49,M,0.0,0.0,0.0,0.0,1.0,0.0,0.0
10,1,1,1,1,1,1,1,1,1,1,1,1,1,0,200,20,1,0,1,1212,602.59,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,1,1,1,1,1,1,1,1,1,1,0,200,20,1,0,1,1212,510.39,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,1,1,1,1,1,1,1,1,1,1,0,160,20,1,0,1,1212,678.43,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11,1,1,1,0,0,1,1,1,1,1,1,1,1,1,450,25,1,1,0,1387,474.4,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11,1,0,1,1,1,1,0,0,1,1,1,1,1,0,90,20,1,1,0,1387,515.37,M,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9,0,1,0,1,0,1,0,1,1,1,1,1,1,0,400,26,1,1,0,1387,352.14,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,0,0,1,0,1,1,1,1,1,1,1,450,27,1,1,0,1387,597.13,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,0,1,1,0,1,1,1,1,1,1,0,450,30,1,1,0,1387,507.6,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,0,1,1,0,1,1,1,1,1,1,0,175,18,1,1,0,1387,541.84,F,0.0,0.0,0.0,0.0,1.0,0.0,0.0
10,1,1,1,0,1,1,0,0,1,1,1,1,1,0,90,28,1,1,0,1387,498.63,F,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10,1,1,1,0,0,1,1,0,1,1,1,1,1,1,450,30,1,1,0,1387,602.67,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9,0,0,0,0,0,0,0,1,1,1,1,0,0,0,215,20,1,1,1,1110,415.48,M,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10,1,0,1,0,0,1,0,1,1,1,1,1,1,1,225,23,1,1,1,1110,462.08,F,0.0,0.0,0.0,0.0,1.0,0.0,0.0
10,0,1,0,0,1,1,0,1,1,0,0,0,1,1,45,30,1,1,1,1110,583.31,F,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10,1,1,1,0,1,0,0,1,1,0,0,1,1,0,40,25,1,1,1,1110,399.84,M,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10,0,1,0,0,0,0,0,1,0,1,0,0,1,0,225,24,1,1,1,1110,387.41,F,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10,0,1,1,0,0,1,0,0,1,1,1,1,1,1,225,13,1,1,1,1062,672.33,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9,0,0,1,0,0,1,0,1,1,1,1,1,0,0,225,20,1,1,1,1062,416.33,F,0.0,0.0,0.0,0.0,1.0,0.0,0.0
10,1,1,0,0,1,0,0,1,1,0,0,1,1,0,240,20,1,1,1,1062,609.92,F,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10,1,1,0,0,1,0,0,0,1,1,1,1,1,1,90,20,1,1,1,1062,448.5,F,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10,1,0,1,0,0,1,0,1,1,1,1,1,1,0,450,20,1,1,1,1062,554.73,M,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0,1,0,0,1,1,0,1,1,1,1,1,1,0,450,20,1,1,1,1062,490.59,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,0,1,1,0,1,1,1,1,1,1,0,275,30,1,1,0,1692,501.34,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11,0,1,1,0,1,1,0,1,1,1,1,1,1,1,275,24,1,1,0,1692,564.35,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,1,1,1,1,1,1,1,1,1,1,0,275,30,1,1,0,1692,477.21,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,0,1,0,1,1,0,0,1,1,1,1,1,0,275,24,1,1,0,1692,526.43,F,0.0,0.0,0.0,0.0,1.0,0.0,0.0
11,1,1,1,0,1,1,1,1,1,0,0,1,1,0,275,40,1,1,0,1692,598.64,F,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10,1,1,1,0,1,1,1,1,1,1,1,1,1,0,250,38,1,1,0,1692,588.24,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,0,1,0,1,1,0,1,1,1,1,1,1,1,250,30,1,1,0,1692,634.81,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,1,1,1,1,0,1,1,1,1,1,1,275,28,0,1,0,1692,697.15,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9,1,1,1,0,1,1,0,1,1,0,0,1,1,1,180,35,1,0,1,570,433.92,M,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10,1,1,1,1,0,1,1,0,1,1,1,1,1,0,270,24,1,0,1,570,413.39,M,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10,1,1,1,0,1,0,0,1,1,0,0,0,1,1,180,25,1,0,1,570,542.79,F,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10,1,1,1,0,1,1,0,1,1,0,0,0,1,0,180,20,1,0,1,570,488.78,F,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10,1,1,1,0,0,1,0,1,1,0,0,0,1,0,360,16,1,0,1,570,496.56,F,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11,1,1,1,0,1,1,0,1,1,0,0,0,1,0,270,15,1,0,1,570,427.92,F,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11,1,1,1,1,0,1,1,0,0,0,0,0,1,0,260,25,1,0,1,570,480.81,M,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9,1,1,1,0,1,1,0,1,1,1,1,1,1,0,250,19,1,1,1,539,424.51,F,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10,0,1,1,0,1,0,0,1,1,1,1,1,1,1,275,20,1,1,1,539,471.14,F,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10,1,1,1,1,1,1,1,1,1,1,1,1,1,0,100,20,1,1,1,539,472.41,F,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10,1,1,1,0,1,1,0,1,1,1,1,1,0,1,50,18,1,1,1,539,506.57,F,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11,0,1,0,0,1,0,0,1,0,0,0,0,0,0,275,15,1,1,1,539,463.9,M,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10,1,1,1,0,1,0,0,1,1,1,1,1,1,0,250,20,1,1,1,539,499.41,M,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9,0,0,1,0,0,0,0,1,1,1,1,1,0,0,45,15,1,1,1,539,298.91,F,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10,1,1,1,0,1,0,0,1,1,0,0,0,1,0,180,15,1,1,0,389,496.45,M,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10,1,1,1,1,1,1,1,0,1,1,1,1,1,0,270,20,1,1,0,389,565.67,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,0,0,1,0,1,1,0,1,1,1,0,1,1,0,270,9,1,1,0,389,537.63,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,0,1,1,0,1,1,0,1,1,1,1,1,0,0,450,20,1,1,0,389,566.11,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,0,1,1,0,1,1,0,1,1,1,1,1,1,0,270,20,1,1,0,389,560.34,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,0,1,1,1,1,1,1,1,1,1,1,1,0,180,14,1,1,0,389,379.55,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,0,1,1,0,1,1,1,1,1,0,0,270,20,1,1,0,389,533.02,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,1,0,1,0,1,1,1,1,1,1,0,540,20,1,1,0,389,542.14,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,0,1,1,0,1,0,0,0,1,1,1,1,1,0,200,20,1,1,0,846,522.54,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11,0,0,1,0,1,1,0,1,0,0,0,0,1,1,200,23,1,1,0,846,393.92,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,0,0,1,1,1,1,1,1,1,1,0,200,22,1,1,0,846,537.0,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,0,1,0,1,1,0,1,1,1,1,1,1,0,240,13,0,1,0,846,496.21,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9,0,1,0,0,0,0,0,1,0,0,0,0,1,0,180,18,1,1,0,846,377.64,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,1,1,1,0,1,1,1,1,1,1,0,200,20,1,1,0,846,555.9,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,0,1,1,0,1,1,0,1,1,1,1,1,1,0,240,25,1,1,0,1411,497.09,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11,1,1,1,0,1,1,0,1,1,0,0,1,1,1,55,30,1,1,0,1411,445.64,F,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9,1,1,1,0,1,0,0,1,1,1,1,1,1,0,300,25,1,1,0,1411,477.42,F,0.0,0.0,0.0,0.0,1.0,0.0,0.0
11,1,1,1,1,1,1,1,1,1,0,0,1,1,0,550,21,1,1,0,1411,454.36,M,0.0,0.0,0.0,0.0,1.0,0.0,0.0
10,0,1,1,0,1,1,1,1,1,1,1,1,0,1,90,30,1,1,0,1411,506.25,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,0,1,1,0,1,1,1,1,1,1,0,300,20,1,1,0,1411,408.86,F,0.0,0.0,0.0,0.0,1.0,0.0,0.0
10,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,30,1,1,0,1411,423.95,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,0,1,0,0,1,1,1,1,1,1,0,600,30,1,1,0,1411,523.78,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,0,1,1,1,0,1,1,1,1,0,0,0,1,1,250,30,1,1,1,1763,546.61,F,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10,0,0,0,0,0,1,0,1,1,1,0,1,1,0,255,30,1,1,1,1763,593.69,M,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10,1,1,1,0,0,1,1,1,0,0,0,0,1,0,300,20,1,1,1,1763,524.58,M,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10,1,1,0,0,1,1,0,1,1,0,0,0,1,0,275,35,1,1,1,1763,454.14,F,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10,0,1,0,0,0,0,0,1,1,0,1,0,1,0,250,40,1,1,1,1763,429.03,M,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10,1,1,1,1,1,1,1,1,0,0,0,0,1,0,275,35,1,1,1,1763,528.43,M,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10,0,1,1,0,1,1,0,0,1,0,0,0,1,1,275,40,1,1,1,1763,489.09,F,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11,0,0,0,0,1,0,0,1,1,0,0,0,1,0,275,30,1,1,1,1763,574.53,M,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10,1,1,0,0,1,0,0,1,1,0,0,0,1,1,120,20,1,1,1,1763,327.29,M,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10,1,1,1,1,1,1,0,1,1,0,0,1,1,1,200,20,1,0,1,398,608.2,M,0.0,1.0,0.0,0.0,0.0,0.0,0.0
11,1,1,1,1,1,1,0,1,1,1,1,1,1,1,200,27,1,0,1,398,467.09,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11,1,1,1,0,1,1,1,1,1,0,0,0,0,0,200,25,1,0,1,398,435.12,M,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11,0,1,1,0,0,0,0,1,1,0,0,1,1,0,200,25,1,0,1,398,531.56,M,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10,1,1,1,1,1,1,0,0,1,0,0,0,1,0,280,36,1,0,1,398,342.85,M,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11,1,1,1,0,1,1,0,1,0,0,0,0,1,0,200,30,1,0,1,398,303.24,M,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11,1,1,1,0,0,1,0,0,0,0,1,1,1,1,200,30,1,0,1,398,549.79,F,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11,0,1,1,1,1,1,1,1,1,0,0,1,1,0,200,25,1,0,1,398,621.03,M,0.0,0.0,0.0,0.0,0.0,1.0,0.0
10,0,1,1,0,0,1,0,1,1,1,1,1,1,0,200,25,1,0,1,398,482.82,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,1,1,1,1,1,1,0,1,1,1,0,200,30,1,0,1,398,465.5,M,0.0,0.0,0.0,0.0,1.0,0.0,0.0
10,1,1,1,1,1,1,1,1,1,0,0,1,1,0,200,21,1,0,1,398,392.23,M,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10,0,1,1,0,0,1,0,1,1,1,1,1,1,1,225,23,1,1,0,366,532.07,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,0,0,1,0,1,1,1,1,1,1,0,225,19,1,1,0,366,359.69,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,0,1,1,0,1,1,1,1,1,1,0,250,24,1,1,0,366,509.83,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,0,0,0,0,1,1,1,1,1,1,0,225,30,1,1,0,366,560.9,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,0,0,0,1,0,1,1,1,1,1,1,1,45,18,1,1,0,366,507.19,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,0,1,1,0,1,1,1,1,1,1,0,225,15,1,1,0,366,454.6,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,1,0,1,1,1,1,1,1,1,1,0,250,20,1,1,0,366,682.03,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,0,0,0,0,1,0,1,1,1,1,1,0,1,225,25,1,1,0,366,543.35,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11,0,1,1,0,1,1,0,1,1,1,1,1,1,0,225,25,1,1,0,366,551.61,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,0,1,1,0,0,1,0,1,1,1,1,1,1,0,225,20,1,1,0,366,398.72,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,0,1,0,0,1,1,0,0,1,0,1,1,1,1,261,40,1,1,1,2966,555.21,M,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10,1,0,1,0,1,1,0,1,1,1,1,1,1,1,270,30,1,1,1,2966,594.25,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,0,1,1,0,1,1,1,1,1,1,0,285,30,1,1,1,2966,603.65,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,0,1,1,0,0,1,0,1,1,1,1,1,1,0,270,35,1,1,1,2966,673.79,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11,0,0,1,0,1,1,0,1,1,1,1,1,1,1,720,30,1,1,1,2966,534.77,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,0,1,1,1,1,1,1,1,1,1,1,360,30,1,1,1,2966,638.6,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,1,1,1,0,0,1,1,1,1,1,1,180,25,1,1,1,2966,523.33,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,0,1,1,1,1,1,1,0,1,1,1,1,1,1,270,32,1,1,1,2966,625.81,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11,1,1,1,0,1,1,1,1,1,1,1,1,1,0,270,30,1,1,1,2966,544.31,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,0,1,1,0,1,1,1,1,1,1,1,360,30,1,1,1,2966,540.06,M,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10,1,1,1,0,1,1,1,1,1,1,1,1,1,0,270,35,1,1,1,2966,554.41,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,0,1,1,0,1,1,1,1,1,1,0,240,30,1,1,1,2966,658.7,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,0,1,1,0,1,1,1,1,1,1,0,270,30,1,1,1,2966,454.2,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,0,1,1,0,1,1,0,1,1,1,1,1,1,0,240,36,1,1,0,1900,486.79,F,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10,1,1,0,0,0,0,0,1,1,0,1,0,1,0,300,30,1,1,0,1900,470.79,M,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10,1,0,0,0,1,0,0,1,1,0,0,0,0,1,270,20,1,1,0,1900,480.17,M,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9,0,1,0,0,1,0,0,0,1,0,0,0,0,0,60,20,1,1,0,1900,414.5,F,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10,0,1,1,0,1,1,0,1,1,1,0,1,1,1,245,22,1,1,0,1828,511.42,F,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10,1,1,1,0,0,1,0,1,1,1,1,1,1,1,225,35,1,1,0,1828,601.98,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,1,1,1,0,0,1,1,1,1,1,0,235,25,1,1,0,1828,652.53,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,0,1,1,0,1,1,0,0,1,1,1,1,1,0,235,25,1,1,0,1828,581.98,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,0,0,1,1,0,1,1,1,1,1,0,235,25,1,1,0,1828,636.53,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,0,1,1,0,1,1,1,1,1,1,0,225,30,1,1,0,1828,581.42,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,0,1,1,0,1,1,1,1,1,1,1,250,20,1,1,0,754,475.59,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,0,0,0,0,0,0,0,1,1,0,0,0,1,0,280,17,1,1,0,754,415.72,M,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11,0,1,1,0,1,1,0,1,1,1,1,1,0,1,250,30,1,1,0,754,605.55,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
